feature,r
terms_abstract_tfidf__27,-0.01933146
terms_abstract_tfidf__highlight,-0.019465702
terms_abstract_tfidf__happy,-0.019593334
terms_abstract_tfidf__modalities,-0.019654447
terms_abstract_tfidf__eye fields,-0.019689102
terms_abstract_tfidf__responsible,-0.019709405
LDA200_abstract_weight__161_women_men_sex,-0.019810943
LDA200_abstract_weight__86_ips_number_numerical,-0.019844051
LDA200_abstract_weight__6_implicit_explicit_cd,-0.019899754
terms_abstract_tfidf__diagnosed,-0.019931154
terms_abstract_tfidf__cortex lateral,-0.019978572
terms_abstract_tfidf__association,-0.0200503
terms_abstract_tfidf__associative,-0.020119512
terms_abstract_tfidf__undergoing,-0.020138247
LDA100_abstract_weight__53_decision_making_risk,-0.020149954
terms_abstract_tfidf__cerebellar,-0.02018712
terms_abstract_tfidf__activate,-0.020188373
terms_abstract_tfidf__assessment,-0.02019629
terms_abstract_tfidf__long,-0.020199
terms_abstract_tfidf__correction,-0.020306896
terms_abstract_tfidf__behavioral level,-0.02047271
terms_abstract_tfidf__ad,-0.020557787
terms_abstract_tfidf__mood,-0.020585358
terms_abstract_tfidf__covert,-0.020629209
terms_abstract_tfidf__upcoming,-0.020677553
terms_abstract_tfidf__memory test,-0.020748448
terms_abstract_tfidf__paired,-0.020766497
LDA50_abstract_weight__12_women_men_sex,-0.020803986
terms_abstract_tfidf__does,-0.020826913
terms_abstract_tfidf__factor,-0.020888153
terms_abstract_tfidf__highest,-0.020963727
LDA200_abstract_weight__48_parietal_inferior_lobule,-0.020964136
terms_abstract_tfidf__carried,-0.021066146
terms_abstract_tfidf__negative,-0.021104429
terms_abstract_tfidf__traumatic,-0.02120784
LDA200_abstract_weight__17_frontal_temporal_parietal,-0.021209002
terms_abstract_tfidf__additionally,-0.021369327
terms_abstract_tfidf__approaches,-0.021371694
terms_abstract_tfidf__overlapping,-0.021445956
terms_abstract_tfidf__comparisons,-0.021536503
LDA100_abstract_weight__41_memory_retrieval_episodic,-0.02162199
terms_abstract_tfidf__connectivity patterns,-0.021631833
terms_abstract_tfidf__terms,-0.021706404
terms_abstract_tfidf__angry,-0.021740168
LDA100_abstract_weight__18_number_numerical_numbers,-0.021744091
terms_abstract_tfidf__naturalistic,-0.021763798
terms_abstract_tfidf__posterior cingulate,-0.021825748
terms_abstract_tfidf__preferential,-0.021831868
terms_abstract_tfidf__extensively,-0.0218656
terms_abstract_tfidf__approximately,-0.021953035
terms_abstract_tfidf__frequencies,-0.021972071
terms_abstract_tfidf__measurement,-0.022011962
terms_abstract_tfidf__criteria,-0.022045428
terms_abstract_tfidf__usually,-0.022146532
terms_abstract_tfidf__material,-0.022160089
terms_abstract_tfidf__cortex insula,-0.022243982
terms_abstract_tfidf__form,-0.022254277
terms_abstract_tfidf__list,-0.022285441
terms_abstract_tfidf__heterogeneous,-0.022301324
terms_abstract_tfidf__hypothalamus,-0.022312433
terms_abstract_tfidf__controversial,-0.022330614
terms_abstract_tfidf__scalp,-0.022356912
terms_abstract_tfidf__ventromedial,-0.022386383
terms_abstract_tfidf__high low,-0.022424849
terms_abstract_tfidf__perspective,-0.022584574
terms_abstract_tfidf__vs,-0.022600159
terms_abstract_tfidf__healthy control,-0.022651156
terms_abstract_tfidf__faster,-0.022655338
terms_abstract_tfidf__robust,-0.022711322
LDA100_abstract_weight__93_time_reaction_times,-0.022761397
LDA200_abstract_weight__186_decision_making_choice,-0.022783961
LDA100_abstract_weight__88_cbf_cerebral_perfusion,-0.02283213
LDA100_abstract_weight__27_epilepsy_lobe_temporal,-0.023035234
LDA400_abstract_weight__105_motivation_avoidance_approach,-0.023075603
terms_abstract_tfidf__multiple comparisons,-0.023077855
terms_abstract_tfidf__fasciculus,-0.023189744
LDA400_abstract_weight__378_visual_auditory_modality,-0.02319114
terms_abstract_tfidf__link,-0.02319133
terms_abstract_tfidf__primary sensorimotor,-0.023252312
LDA400_abstract_weight__234_learning_learned_associations,-0.023289548
terms_abstract_tfidf__opportunity,-0.023358705
terms_abstract_tfidf__broad,-0.023362461
terms_abstract_tfidf__using voxel,-0.023486568
terms_abstract_tfidf__confounding,-0.023490025
terms_abstract_tfidf__induction,-0.023594959
LDA400_abstract_weight__279_bimanual_sem_unimanual,-0.023626333
terms_abstract_tfidf__current functional,-0.023701226
terms_abstract_tfidf__variable,-0.023711042
terms_abstract_tfidf__representation,-0.023750149
terms_abstract_tfidf__past,-0.023801662
terms_abstract_tfidf__monetary,-0.023810506
terms_abstract_tfidf__beginning,-0.023924913
terms_abstract_tfidf__advantage,-0.023951236
terms_abstract_tfidf__types,-0.024041314
terms_abstract_tfidf__children adolescents,-0.024045048
terms_abstract_tfidf__subsequently,-0.024060152
terms_abstract_tfidf__global,-0.024061417
terms_abstract_tfidf__assessing,-0.02407771
LDA50_abstract_weight__31_model_models_prediction,-0.024097428
LDA400_abstract_weight__138_ketamine_intervals_interval,-0.024104465
LDA400_abstract_weight__341_matching_match_task,-0.024117796
terms_abstract_tfidf__reduce,-0.02418446
terms_abstract_tfidf__task relevant,-0.024186462
terms_abstract_tfidf__binding,-0.02421619
terms_abstract_tfidf__focal,-0.02424879
terms_abstract_tfidf__week,-0.024308797
terms_abstract_tfidf__amnestic,-0.02433413
terms_abstract_tfidf__confirm,-0.024370592
LDA100_abstract_weight__98_treatment_baseline_therapy,-0.02437344
terms_abstract_tfidf__readers,-0.024379924
terms_abstract_tfidf__dorsal,-0.024468172
terms_abstract_tfidf__addiction,-0.024505137
terms_abstract_tfidf__sensory,-0.024543036
terms_abstract_tfidf__decisions,-0.024552576
terms_abstract_tfidf__ranging,-0.024581105
terms_abstract_tfidf__major depressive,-0.024617603
LDA200_abstract_weight__36_group_control_pattern,-0.024687437
terms_abstract_tfidf__making,-0.024710307
terms_abstract_tfidf__voxel morphometry,-0.024710948
terms_abstract_tfidf__partly,-0.02479386
terms_abstract_tfidf__abuse,-0.024865402
LDA200_abstract_weight__108_visual_auditory_sensory,-0.024893599
LDA400_abstract_weight__272_retrieval_memory_episodic,-0.025006799
terms_abstract_tfidf__canonical,-0.02506112
LDA200_abstract_weight__61_individuals_people_group,-0.025071377
terms_abstract_tfidf__bold responses,-0.025110403
terms_abstract_tfidf__representing,-0.025112139
terms_abstract_tfidf__naive,-0.025156172
LDA100_abstract_weight__82_somatosensory_stimulation_tactile,-0.025191523
terms_abstract_tfidf__connectivity anterior,-0.025208391
terms_abstract_tfidf__shifting,-0.025225641
terms_abstract_tfidf__facial,-0.025275405
terms_abstract_tfidf__strength,-0.025308458
terms_abstract_tfidf__relevant,-0.02533083
terms_abstract_tfidf__suppression,-0.025342563
terms_abstract_tfidf__cortex medial,-0.025346655
terms_abstract_tfidf__reaction times,-0.02544662
terms_abstract_tfidf__40,-0.025480743
LDA400_abstract_weight__80_adolescents_adolescent_youth,-0.025487809
LDA400_abstract_weight__142_lesions_lesion_patient,-0.02554296
terms_abstract_tfidf__monitored,-0.025615606
LDA200_abstract_weight__126_anxiety_aggression_anxious,-0.02561622
terms_abstract_tfidf__nineteen,-0.025617618
LDA400_abstract_weight__8_arousal_subjective_ratings,-0.025624076
terms_abstract_tfidf__good,-0.02571334
terms_abstract_tfidf__seed,-0.025716344
terms_abstract_tfidf__matter density,-0.025719754
terms_abstract_tfidf__monetary reward,-0.025828457
terms_abstract_tfidf__world,-0.02586319
terms_abstract_tfidf__neutral,-0.02587988
terms_abstract_tfidf__cortex amygdala,-0.025882352
LDA400_abstract_weight__178_anxiety_trait_anxious,-0.025948275
terms_abstract_tfidf__entire,-0.025950443
terms_abstract_tfidf__test,-0.026001345
terms_abstract_tfidf__vi,-0.02607448
terms_abstract_tfidf__unfamiliar,-0.026124872
terms_abstract_tfidf__importance,-0.026183132
terms_abstract_tfidf__vector,-0.026307613
terms_abstract_tfidf__models,-0.026318325
LDA400_abstract_weight__317_insula_disgust_insular,-0.026444623
terms_abstract_tfidf__localization,-0.026454018
LDA200_abstract_weight__138_real_virtual_reality,-0.026474198
terms_abstract_tfidf__hcs,-0.026493508
terms_abstract_tfidf__reflect,-0.026497152
LDA200_abstract_weight__21_depression_disorder_depressed,-0.026524395
terms_abstract_tfidf__cortex pcc,-0.026563615
terms_abstract_tfidf__lesions,-0.026630562
terms_abstract_tfidf__tend,-0.026699884
LDA200_abstract_weight__102_method_spatial_methods,-0.02670582
LDA200_abstract_weight__168_baseline_time_follow,-0.026706167
terms_abstract_tfidf__individual,-0.026709022
terms_abstract_tfidf__33,-0.026772458
terms_abstract_tfidf__real,-0.026812432
terms_abstract_tfidf__demonstrating,-0.026832392
terms_abstract_tfidf__published,-0.026845224
terms_abstract_tfidf__species,-0.026872393
terms_abstract_tfidf__symptoms,-0.026890498
terms_abstract_tfidf__method,-0.027008945
terms_abstract_tfidf__controls hcs,-0.027018167
LDA200_abstract_weight__58_autonomic_arousal_rate,-0.027054336
terms_abstract_tfidf__crucial role,-0.027070975
LDA200_abstract_weight__182_experience_subjective_ratings,-0.027087264
LDA200_abstract_weight__173_touch_ct_tactile,-0.027218783
terms_abstract_tfidf__fa,-0.027235618
terms_abstract_tfidf__episode,-0.027310641
terms_abstract_tfidf__signaling,-0.027325857
LDA400_abstract_weight__199_versus_implicated_correlates,-0.027446302
terms_abstract_tfidf__phases,-0.027452208
LDA400_abstract_weight__162_race_cultural_chinese,-0.02754615
LDA200_abstract_weight__84_research_previous_important,-0.027611757
terms_abstract_tfidf__conceptual,-0.027755676
terms_abstract_tfidf__overlapped,-0.027840456
terms_abstract_tfidf__assessments,-0.027851645
terms_abstract_tfidf__manual,-0.027878392
terms_abstract_tfidf__implicate,-0.02792975
terms_abstract_tfidf__contributes,-0.027998004
terms_abstract_tfidf__term memory,-0.02804042
terms_abstract_tfidf__higher levels,-0.028143471
LDA200_abstract_weight__118_goal_goals_planning,-0.028192492
terms_abstract_tfidf__precuneus posterior,-0.028244758
terms_abstract_tfidf__aims,-0.02824914
LDA200_abstract_weight__65_recognition_correct_familiarity,-0.02824933
terms_abstract_tfidf__outside scanner,-0.028289065
terms_abstract_tfidf__arise,-0.02833685
terms_abstract_tfidf__influence,-0.028347716
LDA100_abstract_weight__76_memory_recognition_items,-0.028490013
terms_abstract_tfidf__clinical,-0.028494012
terms_abstract_tfidf__included,-0.028520549
terms_abstract_tfidf__rostral anterior,-0.02872374
terms_abstract_tfidf__induced,-0.028742382
terms_abstract_tfidf__confidence,-0.028832879
terms_abstract_tfidf__converging,-0.028922392
terms_abstract_tfidf__marked,-0.028936004
terms_abstract_tfidf__age sex,-0.028959662
terms_abstract_tfidf__maintaining,-0.029037805
terms_abstract_tfidf__cortex hippocampus,-0.029143874
terms_abstract_tfidf__strategic,-0.029290924
LDA400_abstract_weight__125_mhe_cirrhotic_lt,-0.029302746
terms_abstract_tfidf__simultaneously,-0.029308993
terms_abstract_tfidf__shed light,-0.02932424
terms_abstract_tfidf__represented,-0.029499786
terms_abstract_tfidf__furthermore,-0.029523985
LDA400_abstract_weight__390_representations_representation_cortex,-0.029529683
LDA400_abstract_weight__18_amygdala_reactivity_affective,-0.02967727
terms_abstract_tfidf__recording,-0.029833471
terms_abstract_tfidf__scans,-0.029852781
LDA400_abstract_weight__385_provide_patterns_profile,-0.029916527
terms_abstract_tfidf__previous shown,-0.029983843
terms_abstract_tfidf__progression,-0.030079173
terms_abstract_tfidf__machine,-0.030138329
terms_abstract_tfidf__application,-0.030193483
terms_abstract_tfidf__inversely,-0.030194754
LDA400_abstract_weight__73_function_structure_magnetic,-0.030209802
terms_abstract_tfidf__rest,-0.03026165
terms_abstract_tfidf__joint,-0.030286126
terms_abstract_tfidf__familiarity,-0.03029731
terms_abstract_tfidf__001,-0.030309794
terms_abstract_tfidf__relationship,-0.030340727
LDA400_abstract_weight__69_cortex_primary_somatosensory,-0.030407744
terms_abstract_tfidf__target,-0.03043623
terms_abstract_tfidf__mm,-0.030502262
terms_abstract_tfidf__gain,-0.03062951
LDA400_abstract_weight__324_bias_cr_biases,-0.030652605
terms_abstract_tfidf__estimated,-0.03066351
LDA200_abstract_weight__199_users_cocaine_drug,-0.030676678
LDA200_abstract_weight__7_single_trial_task,-0.030711342
terms_abstract_tfidf__pcc,-0.03071251
terms_abstract_tfidf__anisotropy fa,-0.030740913
terms_abstract_tfidf__scan,-0.030747263
LDA400_abstract_weight__149_intervention_therapy_cbt,-0.03083069
terms_abstract_tfidf__shows,-0.030850591
terms_abstract_tfidf__cortical,-0.03087811
terms_abstract_tfidf__alzheimer,-0.030996261
terms_abstract_tfidf__induce,-0.031002533
terms_abstract_tfidf__provide,-0.031003322
LDA400_abstract_weight__58_autonomic_skin_arousal,-0.031008359
LDA50_abstract_weight__19_action_actions_observation,-0.031017853
terms_abstract_tfidf__groups,-0.031162482
terms_abstract_tfidf__morphometry,-0.03117291
terms_abstract_tfidf__insights,-0.03119428
LDA200_abstract_weight__81_pattern_patterns_representations,-0.03130208
terms_abstract_tfidf__early stage,-0.031312637
terms_abstract_tfidf__volumes,-0.03142383
terms_abstract_tfidf__controls using,-0.031451233
LDA200_abstract_weight__85_human_organization_subregions,-0.031543307
LDA200_abstract_weight__151_common_overlap_overlapping,-0.031652056
LDA400_abstract_weight__232_hand_hands_foot,-0.031664826
terms_abstract_tfidf__assume,-0.03172684
terms_abstract_tfidf__age groups,-0.031744856
terms_abstract_tfidf__centered,-0.03178563
terms_abstract_tfidf__health,-0.031793848
terms_abstract_tfidf__procedure,-0.031820282
terms_abstract_tfidf__immediate,-0.031850874
terms_abstract_tfidf__clips,-0.031867895
terms_abstract_tfidf__constrained,-0.031995747
LDA400_abstract_weight__242_set_identified_sets,-0.03212518
terms_abstract_tfidf__ventral medial,-0.032125846
terms_abstract_tfidf__future,-0.032166317
LDA400_abstract_weight__328_weight_lh_responsivity,-0.032205913
terms_abstract_tfidf__autonomic,-0.032288797
terms_abstract_tfidf__participate,-0.032295216
LDA400_abstract_weight__53_ec_sp_eo,-0.032303546
terms_abstract_tfidf__amygdala insula,-0.03231842
terms_abstract_tfidf__inferior prefrontal,-0.03244711
terms_abstract_tfidf__learn,-0.03254141
LDA50_abstract_weight__47_attention_attentional_target,-0.03254388
LDA100_abstract_weight__60_matter_volume_gray,-0.03255133
terms_abstract_tfidf__posterior parietal,-0.03262453
terms_abstract_tfidf__cues,-0.03274463
LDA400_abstract_weight__275_power_gamma_hz,-0.032779064
terms_abstract_tfidf__mild cognitive,-0.03289565
terms_abstract_tfidf__recognized,-0.032922804
terms_abstract_tfidf__intense,-0.033008482
terms_abstract_tfidf__exploratory,-0.033016313
terms_abstract_tfidf__cerebral blood,-0.033028565
LDA400_abstract_weight__44_parietal_temporal_frontal,-0.033055265
terms_abstract_tfidf__span,-0.03308571
terms_abstract_tfidf__rated,-0.03310076
terms_abstract_tfidf__actual,-0.033182565
terms_abstract_tfidf__generate,-0.033214565
terms_abstract_tfidf__post,-0.033224914
terms_abstract_tfidf__orbital,-0.033226483
terms_abstract_tfidf__variance,-0.03323581
LDA400_abstract_weight__264_attention_attentional_orienting,-0.033265464
terms_abstract_tfidf__predict,-0.03329755
terms_abstract_tfidf__05,-0.03337379
terms_abstract_tfidf__apparent,-0.033504512
terms_abstract_tfidf__periaqueductal,-0.0335054
terms_abstract_tfidf__vermis,-0.03353605
terms_abstract_tfidf__alzheimer disease,-0.033597946
terms_abstract_tfidf__16 healthy,-0.0336151
LDA200_abstract_weight__35_automatic_situations_situation,-0.03361708
terms_abstract_tfidf__gender,-0.03365959
terms_abstract_tfidf__reflected,-0.03369878
LDA400_abstract_weight__397_performance_impaired_poor,-0.03370382
terms_abstract_tfidf__pairs,-0.03372677
terms_abstract_tfidf__access,-0.03386397
LDA400_abstract_weight__177_ms_source_sources,-0.033891164
LDA50_abstract_weight__29_stress_ptsd_trauma,-0.03391319
terms_abstract_tfidf__modulatory,-0.03393292
terms_abstract_tfidf__instructions,-0.03394161
terms_abstract_tfidf__patient,-0.03396499
terms_abstract_tfidf__difficult,-0.034074895
terms_abstract_tfidf__crossover,-0.034087244
terms_abstract_tfidf__great,-0.03409873
terms_abstract_tfidf__anxiety,-0.034105893
terms_abstract_tfidf__activities,-0.034118388
terms_abstract_tfidf__classification,-0.034147613
terms_abstract_tfidf__emotionally,-0.03421091
LDA400_abstract_weight__175_acupuncture_stimulation_sa,-0.03431297
terms_abstract_tfidf__enable,-0.03438847
terms_abstract_tfidf__matching task,-0.03439435
terms_abstract_tfidf__addition,-0.03443944
terms_abstract_tfidf__considered,-0.034491967
terms_abstract_tfidf__instruction,-0.034635402
terms_abstract_tfidf__goal directed,-0.03473804
terms_abstract_tfidf__remained,-0.034762345
terms_abstract_tfidf__regional,-0.034784626
terms_abstract_tfidf__anterior prefrontal,-0.03480288
terms_abstract_tfidf__interventions,-0.034816388
LDA200_abstract_weight__42_negative_positive_vmpfc,-0.034940314
terms_abstract_tfidf__sided,-0.03496985
terms_abstract_tfidf__regional cerebral,-0.035018858
terms_abstract_tfidf__education,-0.035026502
LDA100_abstract_weight__13_action_actions_smokers,-0.035119683
terms_abstract_tfidf__taste,-0.035143986
terms_abstract_tfidf__structures,-0.03522483
terms_abstract_tfidf__trial,-0.035282765
terms_abstract_tfidf__biases,-0.03539354
terms_abstract_tfidf__controlling,-0.035418037
LDA200_abstract_weight__1_treatment_therapy_baseline,-0.035462886
terms_abstract_tfidf__substrate,-0.03548243
terms_abstract_tfidf__seven,-0.035566922
terms_abstract_tfidf__influenced,-0.03558657
terms_abstract_tfidf__markers,-0.03562079
terms_abstract_tfidf__reinforcement,-0.035632517
terms_abstract_tfidf__chronic pain,-0.035635408
terms_abstract_tfidf__emotional faces,-0.035647675
